Account,Level,Account Name,Account Title,Standard Cost Equation?,Count Scaling Variable,Count per Variable,Optional Variable,Optional Value,Fixed Cost ($),Unit Cost,Unit Cost (units),Scaling Variable,Scaling Variable Ref Value,Units,Exponent,Dollar Year,Type,Source,Ref,Link,Notes,FOAK to NOAK Multiplier Type,Fixed Cost Low End,Fixed Cost High End,Fixed Cost Distribution,Unit Cost Low End,Unit Cost High End,Unit Cost Distribution,Exponent std,Exponent Max,Exponent Min,Exponent Distribution
215.21,4,Reactor Fueling Building Roof,                        Reactor Fueling Building Roof,standard,Constant,1,,,,1836,$/m^3,Reactor Fueling Building Roof Volume,,m^3,,2024,Lab and Mat and Equip,"RSMeans software: a tool that primarily provides costs for non-nuclear work
Nuclear Multiplier have been applied to adjust the costs for nuclear-site-related work","GORDIAN. (2024). ""RSMeans data. 
&
Delene, J. G. and I. Hudson, C. R. (1993). Cost estimate guidelines for advanced nuclear power technologies. United States, Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States): Medium: ED; Size: 159 p.","https://www.rsmeans.com/
&
https://www.osti.gov/biblio/10176857",,No Learning,0,0,Lognormal,1652.4,2386.8,Lognormal,0.1,1,0,Truncated Normal
215.22,4,Reactor Fueling Building Basement,                        Reactor Fueling Building Basement,standard,Constant,1,,,,1444.167,$/m^3,Reactor Fueling Building Basement Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,1299.7503,1877.4171,Lognormal,0.1,1,0,Truncated Normal
215.23,4,Reactor Fueling Building Walls,                        Reactor Fueling Building Walls,standard,Constant,1,,,,1103.4513000000002,$/m^3,Reactor Fueling Building Walls Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,993.1061700000001,1434.4866900000002,Lognormal,0.1,1,0,Truncated Normal
215.24,4,Reactor Fueling Hot Cell,                        Reactor Fueling Hot Cell,standard,New Reactor Fueling Line Count,,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
215.241,5,Hot Cell Airlock,                              Hot Cell Airlock,standard,Servicing Hot Cell Count,4,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
215.29,4,HVAC,                        HVAC,standard,Constant,1,,,,,$/m^3,Reactor Fueling Building Volume,,m^3,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
215.3,3,Reactor Testing Building,                  Reactor Testing Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.31,4,Reactor Testing Building Roof,                        Reactor Testing Building Roof,standard,Constant,1,,,,1836,$/m^3,Reactor Testing Building Roof Volume,,m^3,,2024,Lab and Mat and Equip,"RSMeans software: a tool that primarily provides costs for non-nuclear work
Nuclear Multiplier have been applied to adjust the costs for nuclear-site-related work","GORDIAN. (2024). ""RSMeans data. 
&
Delene, J. G. and I. Hudson, C. R. (1993). Cost estimate guidelines for advanced nuclear power technologies. United States, Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States): Medium: ED; Size: 159 p.","https://www.rsmeans.com/
&
https://www.osti.gov/biblio/10176857",,No Learning,0,0,Lognormal,1652.4,2386.8,Lognormal,0.1,1,0,Truncated Normal
215.32,4,Reactor Testing Building Basement,                        Reactor Testing Building Basement,standard,Constant,1,,,,1444.167,$/m^3,Reactor Testing Building Basement Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,1299.7503,1877.4171,Lognormal,0.1,1,0,Truncated Normal
215.33,4,Reactor Testing Building Walls,                        Reactor Testing Building Walls,standard,Constant,1,,,,1103.4513000000002,$/m^3,Reactor Testing Building Walls Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,993.1061700000001,1434.4866900000002,Lognormal,0.1,1,0,Truncated Normal
215.34,4,Reactor Testing Hot Cell,                        Reactor Testing Hot Cell,standard,New Reactor Testing Line Count,,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
215.341,5,Hot Cell Airlock,                              Hot Cell Airlock,standard,New Reactor Fueling Line Count,4,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
215.39,4,HVAC,                        HVAC,standard,Constant,1,,,,,,Reactor Testing Building Volume,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
215.7,3,New Reactor Fuel and Testing Facility Admin Building,                  New Reactor Fuel and Testing Facility Admin Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.71,4,New Reactor Fuel and Testing Facility Admin Building Roof,                        New Reactor Fuel and Testing Facility Admin Building Roof,standard,Constant,1,,,,1200,$/m^3,New Reactor Fuel and Testing Facility Admin Building Roof Volume,,m^3,,2024,Lab and Mat and Equip,"RSMeans software: a tool that primarily provides costs for non-nuclear work
Nuclear Multiplier have not been applied ","GORDIAN. (2024). ""RSMeans data. 
&
Delene, J. G. and I. Hudson, C. R. (1993). Cost estimate guidelines for advanced nuclear power technologies. United States, Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States): Medium: ED; Size: 159 p.","https://www.rsmeans.com/
&
https://www.osti.gov/biblio/10176857",,No Learning,0,0,Lognormal,1080,1560,Lognormal,0.1,1,0,Truncated Normal
215.72,4,New Reactor Fuel and Testing Facility Admin Building Basement,                        New Reactor Fuel and Testing Facility Admin Building Basement,standard,Constant,1,,,,943.9,$/m^3,New Reactor Fuel and Testing Facility Admin Building Basement Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,849.51,1227.07,Lognormal,0.1,1,0,Truncated Normal
215.73,4,New Reactor Fuel and Testing Facility Admin Building Walls,                        New Reactor Fuel and Testing Facility Admin Building Walls,standard,Constant,1,,,,721.21,$/m^3,New Reactor Fuel and Testing Facility Admin Building Walls Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,649.089,937.5730000000001,Lognormal,0.1,1,0,Truncated Normal
215.79,4,HVAC,                        HVAC,standard,Constant,1,,,,,$/m^3,New Reactor Fuel and Testing Facility Admin Building Volume,,m^3,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
215.8,3,New Reactor Fuel and Testing Facility Security Building,                  New Reactor Fuel and Testing Facility Security Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.81,4,New Reactor Fuel and Testing Facility Security Building Roof,                        New Reactor Fuel and Testing Facility Security Building Roof,standard,Constant,1,,,,1200,$/m^3,New Reactor Fuel and Testing Facility Security Building Roof Volume,,m^3,,2024,Lab and Mat and Equip,"RSMeans software: a tool that primarily provides costs for non-nuclear work
Nuclear Multiplier have not been applied ","GORDIAN. (2024). ""RSMeans data. 
&
Delene, J. G. and I. Hudson, C. R. (1993). Cost estimate guidelines for advanced nuclear power technologies. United States, Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States): Medium: ED; Size: 159 p.","https://www.rsmeans.com/
&
https://www.osti.gov/biblio/10176857",,No Learning,0,0,Lognormal,1080,1560,Lognormal,0.1,1,0,Truncated Normal
215.82,4,New Reactor Fuel and Testing Facility Security Building Basement,                        New Reactor Fuel and Testing Facility Security Building Basement,standard,Constant,1,,,,943.9,$/m^3,New Reactor Fuel and Testing Facility Security Building Basement Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,849.51,1227.07,Lognormal,0.1,1,0,Truncated Normal
215.83,4,New Reactor Fuel and Testing Facility Security Building Walls,                        New Reactor Fuel and Testing Facility Security Building Walls,standard,Constant,1,,,,721.21,$/m^3,New Reactor Fuel and Testing Facility Security Building Walls Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,649.089,937.5730000000001,Lognormal,0.1,1,0,Truncated Normal
215.89,4,HVAC,                        HVAC,standard,Constant,1,,,,,$/m^3,New Reactor Fuel and Testing Facility Security Building Volume,,m^3,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
215.9,3,Security Fencing,                  Security Fencing,standard,Constant,1,,,,246.06299212598424,$/m,New Reactor Facility Perimeter,,,,2009,Lab and Equip,Ref Table 2-8,Kessler. Cost Estimate for an Away-From-Reactor Generic Interim Storage Facility (GISF) for Spent Nuclear Fuel. EPRI. 2009.,https://www.epri.com/research/products/1018722,,No Learning,0,0,Lognormal,221.4566929133858,319.8818897637795,Lognormal,0.1,1,0,Truncated Normal
216,2,Radioactive Waste Management Facility,            Radioactive Waste Management Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.1,3,Radioactive Waste Processing Building,                  Radioactive Waste Processing Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.11,4,Radioactive Waste Processing Building Roof,                        Radioactive Waste Processing Building Roof,standard,Constant,1,,,,1836,$/m^3,Radioactive Waste Processing Building Roof Volume,,m^3,,2024,Lab and Mat and Equip,"RSMeans software: a tool that primarily provides costs for non-nuclear work
Nuclear Multiplier have not been applied ","GORDIAN. (2024). ""RSMeans data. 
&
Delene, J. G. and I. Hudson, C. R. (1993). Cost estimate guidelines for advanced nuclear power technologies. United States, Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States): Medium: ED; Size: 159 p.","https://www.rsmeans.com/
&
https://www.osti.gov/biblio/10176857",,No Learning,0,0,Lognormal,1652.4,2386.8,Lognormal,0.1,1,0,Truncated Normal
216.12,4,Radioactive Waste Processing Building Basement,                        Radioactive Waste Processing Building Basement,standard,Constant,1,,,,1444.167,$/m^3,Radioactive Waste Processing Building Basement Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,1299.7503,1877.4171,Lognormal,0.1,1,0,Truncated Normal
216.13,4,Radioactive Waste Processing Building Walls,                        Radioactive Waste Processing Building Walls,standard,Constant,1,,,,1103.4513000000002,$/m^3,Radioactive Waste Processing Building Walls Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,993.1061700000001,1434.4866900000002,Lognormal,0.1,1,0,Truncated Normal
216.14,4,Radioactive Waste Processing Hot Cell,                        Radioactive Waste Processing Hot Cell,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
216.141,5,Hot Cell Airlock,                              Hot Cell Airlock,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
216.29,4,HVAC,                        HVAC,standard,Constant,1,,,,,$/m^3,Radioactive Waste Processing Building Volume,,m^3,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
216.2,3,Radioactive Waste Storage Building,                  Radioactive Waste Storage Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.21,4,Radioactive Waste Storage Building Roof,                        Radioactive Waste Storage Building Roof,standard,Constant,1,,,,1836,$/m^3,Radioactive Waste Storage Building Roof Volume,,m^3,,2024,Lab and Mat and Equip,"RSMeans software: a tool that primarily provides costs for non-nuclear work
Nuclear Multiplier have been applied to adjust the costs for nuclear-site-related work","GORDIAN. (2024). ""RSMeans data. 
&
Delene, J. G. and I. Hudson, C. R. (1993). Cost estimate guidelines for advanced nuclear power technologies. United States, Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States): Medium: ED; Size: 159 p.","https://www.rsmeans.com/
&
https://www.osti.gov/biblio/10176857",,No Learning,0,0,Lognormal,1652.4,2386.8,Lognormal,0.1,1,0,Truncated Normal
216.22,4,Radioactive Waste Storage Building Basement,                        Radioactive Waste Storage Building Basement,standard,Constant,1,,,,1444.167,$/m^3,Radioactive Waste Storage Building Basement Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,1299.7503,1877.4171,Lognormal,0.1,1,0,Truncated Normal
216.23,4,Radioactive Waste Storage Building Walls,                        Radioactive Waste Storage Building Walls,standard,Constant,1,,,,1103.4513000000002,$/m^3,Radioactive Waste Storage Building Walls Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,993.1061700000001,1434.4866900000002,Lognormal,0.1,1,0,Truncated Normal
216.29,4,HVAC,                        HVAC,standard,Constant,1,,,,,$/m^3,Radioactive Waste Storage Building Volume,,m^3,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
216.3,3,Radioactive Waste Management Facility Integrated Control Room,                  Radioactive Waste Management Facility Integrated Control Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.31,4,Radioactive Waste Management Facility Integrated Control Room Roof,                        Radioactive Waste Management Facility Integrated Control Room Roof,standard,Constant,1,,,,1836,$/m^3,Radioactive Waste Management Facility Integrated Control Room Roof Volume,,m^3,,2024,Lab and Mat and Equip,"RSMeans software: a tool that primarily provides costs for non-nuclear work
Nuclear Multiplier have not been applied ","GORDIAN. (2024). ""RSMeans data. 
&
Delene, J. G. and I. Hudson, C. R. (1993). Cost estimate guidelines for advanced nuclear power technologies. United States, Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States): Medium: ED; Size: 159 p.","https://www.rsmeans.com/
&
https://www.osti.gov/biblio/10176857",,No Learning,0,0,Lognormal,1652.4,2386.8,Lognormal,0.1,1,0,Truncated Normal
216.32,4,Radioactive Waste Management Facility Integrated Control Room Basement,                        Radioactive Waste Management Facility Integrated Control Room Basement,standard,Constant,1,,,,1444.167,$/m^3,Radioactive Waste Management Facility Integrated Control Room Basement Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,1299.7503,1877.4171,Lognormal,0.1,1,0,Truncated Normal
216.33,4,Radioactive Waste Management Facility Integrated Control Room Walls,                        Radioactive Waste Management Facility Integrated Control Room Walls,standard,Constant,1,,,,1103.4513000000002,$/m^3,Radioactive Waste Management Facility Integrated Control Room Walls Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,993.1061700000001,1434.4866900000002,Lognormal,0.1,1,0,Truncated Normal
216.39,4,HVAC,                        HVAC,standard,Constant,1,,,,,$/m^3,Radioactive Waste Management Facility Integrated Control Room Volume,,m^3,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
216.7,3,Radioactive Waste Management Facility Admin Building,                  Radioactive Waste Management Facility Admin Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.71,4,Radioactive Waste Management Facility Admin Building Roof,                        Radioactive Waste Management Facility Admin Building Roof,standard,Constant,1,,,,1200,$/m^3,Radioactive Waste Management Facility Admin Building Roof Volume,,m^3,,2024,Lab and Mat and Equip,"RSMeans software: a tool that primarily provides costs for non-nuclear work
Nuclear Multiplier have not been applied ","GORDIAN. (2024). ""RSMeans data. 
&
Delene, J. G. and I. Hudson, C. R. (1993). Cost estimate guidelines for advanced nuclear power technologies. United States, Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States): Medium: ED; Size: 159 p.","https://www.rsmeans.com/
&
https://www.osti.gov/biblio/10176857",,No Learning,0,0,Lognormal,1080,1560,Lognormal,0.1,1,0,Truncated Normal
216.72,4,Radioactive Waste Management Facility Admin Building Basement,                        Radioactive Waste Management Facility Admin Building Basement,standard,Constant,1,,,,943.9,$/m^3,Radioactive Waste Management Facility Admin Building Basement Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,849.51,1227.07,Lognormal,0.1,1,0,Truncated Normal
216.73,4,Radioactive Waste Management Facility Admin Building Walls,                        Radioactive Waste Management Facility Admin Building Walls,standard,Constant,1,,,,721.21,$/m^3,Radioactive Waste Management Facility Admin Building Walls Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,649.089,937.5730000000001,Lognormal,0.1,1,0,Truncated Normal
216.79,4,HVAC,                        HVAC,standard,Constant,1,,,,,$/m^3,Radioactive Waste Management Facility Admin Building Volume,,m^3,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
216.8,3,Radioactive Waste Management Facility Security Building,                  Radioactive Waste Management Facility Security Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.81,4,Radioactive Waste Management Facility Security Building Roof,                        Radioactive Waste Management Facility Security Building Roof,standard,Constant,1,,,,1200,$/m^3,Radioactive Waste Management Facility Security Building Roof Volume,,m^3,,2024,Lab and Mat and Equip,"RSMeans software: a tool that primarily provides costs for non-nuclear work
Nuclear Multiplier have not been applied ","GORDIAN. (2024). ""RSMeans data. 
&
Delene, J. G. and I. Hudson, C. R. (1993). Cost estimate guidelines for advanced nuclear power technologies. United States, Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States): Medium: ED; Size: 159 p.","https://www.rsmeans.com/
&
https://www.osti.gov/biblio/10176857",,No Learning,0,0,Lognormal,1080,1560,Lognormal,0.1,1,0,Truncated Normal
216.82,4,Radioactive Waste Management Facility Security Building Basement,                        Radioactive Waste Management Facility Security Building Basement,standard,Constant,1,,,,943.9,$/m^3,Radioactive Waste Management Facility Security Building Basement Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,849.51,1227.07,Lognormal,0.1,1,0,Truncated Normal
216.83,4,Radioactive Waste Management Facility Security Building Walls,                        Radioactive Waste Management Facility Security Building Walls,standard,Constant,1,,,,721.21,$/m^3,Radioactive Waste Management Facility Security Building Walls Volume,,m^3,,2024,Lab and Mat and Equip,,,,,No Learning,0,0,Lognormal,649.089,937.5730000000001,Lognormal,0.1,1,0,Truncated Normal
216.89,4,HVAC,                        HVAC,standard,Constant,1,,,,,$/m^3,Radioactive Waste Management Facility Security Building Volume,,m^3,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
216.9,3,Security Fencing,                  Security Fencing,standard,Constant,1,,,,246.06299212598424,$/m,Radioactive Waste Management Facility Perimeter,,,,2009,Lab and Equip,Ref Table 2-8,Kessler. Cost Estimate for an Away-From-Reactor Generic Interim Storage Facility (GISF) for Spent Nuclear Fuel. EPRI. 2009.,https://www.epri.com/research/products/1018722,,No Learning,0,0,Lognormal,221.4566929133858,319.8818897637795,Lognormal,0.1,1,0,Truncated Normal
22,1,Manufacturing Facility Equipment,      Manufacturing Facility Equipment,standard,New Reactor Production Rate,1,,,,74748072.8175665,Rx/yr,New Reactor Production Rate,1,Rx/yr,-0.9787,2024,Lab and Mat and Equip,Sai's Deliverable Spreadsheet,,,,,0,0,Lognormal,59798458.254053205,149496145.635133,Lognormal,0.1,0,-1,Truncated Normal
23,1,Servicing Facility Equipment,      Servicing Facility Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2,Used Reactor Servicing Equipment,            Used Reactor Servicing Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.1,3,Fuel/Internal Handling Robot,                  Fuel/Internal Handling Robot,standard,Defueling/Refueling Line Count,12,,,232000,,,,,,,2023,Lab and Mat and Equip,MIT-ANP-TR-198,,,ABB Robotics Estimate,No Learning,116000,348000,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
231.1,3,Fuel Crane,                  Fuel Crane,standard,Defueling/Refueling Line Count,2,,,1971000,,,,,,,2023,Lab and Mat and Equip,MIT-ANP-TR-198,,,Konecrane Estimate,No Learning,1752000,2190000,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
231.1,3,Reactor Crane,                  Reactor Crane,standard,Defueling/Refueling Line Count,1,,,2738000,,,,,,,2023,Lab and Mat and Equip,MIT-ANP-TR-198,,,Konecrane Estimate,No Learning,2190000,3285000,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
231.1,3,Operating Platform,                  Operating Platform,standard,Defueling/Refueling Line Count,2,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
231.1,3,Vessel Inspection System,                  Vessel Inspection System,standard,Defueling/Refueling Line Count,1,,,3000000,,,,,,,1999,Lab and Mat and Equip,IAEA-TCS-9,"NON-DESTRUCTIVE TESTING: A GUIDEBOOK FOR INDUSTRIAL MANAGEMENT AND QUALITY CONTROL PERSONNEL IAEA, VIENNA, 1999",https://inis.iaea.org/records/hb38s-b7r14/files/31005449.pdf,"Reference p127 gives ROM cost of automated RPV inspection: ""millions of dollars""",No Learning,1000000,7000000,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
231.1,3,Decontamination System,                  Decontamination System,standard,Defueling/Refueling Line Count,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
231.1,3,Servicing Hot Cell Shielding,                  Servicing Hot Cell Shielding,standard,Defueling/Refueling Line Count,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
232,2,Used Reactor Testing Equipment,            Used Reactor Testing Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.1,3,Handling Robot,                  Handling Robot,standard,Servicing Hot Cell Count,6,,,232000,,,,,,,2023,Lab and Mat and Equip,MIT-ANP-TR-198,,,ABB Robotics Estimate,No Learning,116000,348000,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
232.1,3,Operating Platform,                  Operating Platform,standard,Servicing Hot Cell Count,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
232.1,3,Primary Heat Transport System,                  Primary Heat Transport System,standard,Servicing Hot Cell Count,1,,,,,,,,,,,,,,,TODO: should simply use the same cost as the Reactor Side,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
232.1,3,Decontamination System,                  Decontamination System,standard,Servicing Hot Cell Count,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
232.1,3,Testing Hot Cell Shielding,                  Testing Hot Cell Shielding,standard,Servicing Hot Cell Count,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
234,2,Auxiliary System,            Auxiliary System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234.1,3,Fire Protection Equipment,                  Fire Protection Equipment,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
234.2,3,Service Water/Air/Steam System,                  Service Water/Air/Steam System,standard,Constant,1,,,,32567.925373134327,,Power Mwt Processed by Servicing,3417,MWt,0.8,2018,Lab and Mat and Equip,PWR12-ME,,,Power Law scaling of PWR12-ME Service Water/Air/Steam System. Needs better cost correlation.,No Learning,0,0,Lognormal,29311.132835820896,42338.302985074624,Lognormal,0.1,1,0,Truncated Normal
234.3,3,Radwaste Processing System,                  Radwaste Processing System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234.31,4,Gas Waste System,                        Gas Waste System,standard,Constant,1,,,,974.7116769095697,$/MWt,Power Mwt Processed by Servicing,3417,MWt,0.8,2018,Lab and Mat and Equip,PWR12-ME,,,,No Learning,0,0,Lognormal,779.7693415276558,1949.4233538191395,Lognormal,0.1,1,0,Truncated Normal
234.32,4,Liquid Waste System,                        Liquid Waste System,standard,Constant,1,,,,9674.812455370207,$/MWt,Power Mwt Processed by Servicing,3417,MWt,0.8,2018,Lab and Mat and Equip,PWR12-ME,,,,No Learning,0,0,Lognormal,7739.849964296166,19349.624910740415,Lognormal,0.1,1,0,Truncated Normal
234.33,4,Solid Waste System,                        Solid Waste System,standard,Constant,1,,,,4625.438068481124,$/MWt,Power Mwt Processed by Servicing,3417,MWt,0.8,2018,Lab and Mat and Equip,PWR12-ME,,,,No Learning,0,0,Lognormal,3700.3504547848993,9250.876136962248,Lognormal,0.1,1,0,Truncated Normal
234.4,3,Inert Gas System,                  Inert Gas System,standard,Constant,1,,,,41.15906309139729,$/m^3,Total Servicing Hot Cell Volume,201049.28,m^3,0.6,1978,Lab and Mat and Equip,,"Park et al., Bottom-up levelized cost estimation of low-enriched and low-pressure nuclear batteries. NED. 2025",https://doi.org/10.1016/j.nucengdes.2025.113936,Uses LMFBR Inert Gas System as reference for Power Law Scaling using Containment/HotCell Volume,No Learning,0,0,Lognormal,32.92725047311784,82.31812618279459,Lognormal,0.1,1,0,Truncated Normal
235,2,Helium Management Equipment,            Helium Management Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.1,3,Helium Treatment and Recycle,                  Helium Treatment and Recycle,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
235.2,3,Helium Storage Equipment,                  Helium Storage Equipment,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
235.3,3,Helium Transfer Equipment,                  Helium Transfer Equipment,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
236,2,Reactor Cask Management Equipment,            Reactor Cask Management Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.1,3,Cask Inspection Equipment,                  Cask Inspection Equipment,standard,Defueling/Refueling Line Count,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
236.1,3,Cask Transfer Crane,                  Cask Transfer Crane,standard,Defueling/Refueling Line Count,0.1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
236.1,3,Cask Storage Rack,                  Cask Storage Rack,standard,Defueling/Refueling Line Count,0.1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
239,2,Integrated Control System,            Integrated Control System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.1,3,Plant Control Systems,                  Plant Control Systems,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
239.2,3,Instrumentation and Controls,                  Instrumentation and Controls,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
239.3,3,Process Computer,                  Process Computer,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
239.4,3,Alarm System,                  Alarm System,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
239.5,3,Monitoring System,                  Monitoring System,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
239.6,3,Communication System,                  Communication System,standard,Constant,1,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
24,1,New Reactor Fueling and Testing Facility Equipment,      New Reactor Fueling and Testing Facility Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2,New Reactor Fueling Equipment,            New Reactor Fueling Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.1,3,Operating Platform,                  Operating Platform,standard,New Reactor Fueling Line Count,,,,,,,,,,,,,,,,,No Learning,0,0,Lognormal,0,0,Lognormal,0.1,1,0,Truncated Normal
